frame.number,frame.time_epoch,eth.src,eth.dst,ip.ttl,ip.src,udp.srcport,ip.dst,udp.dstport,data
576,1473412106, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 144 Price: 1662
577,1473412106, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 144 Price: 1662
578,1473412107, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 144 Price: 1662
579,1473412107, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 145 Price: 1571
580,1473412107, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 145 Price: 1571
581,1473412108, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 145 Price: 1571
582,1473412108, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 145 Price: 1571
583,1473412108, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 146 Price: 1625
584,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 146 Price: 1625
585,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 146 Price: 1625
586,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 146 Price: 1625
587,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 147 Price: 1544
588,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 147 Price: 1544
589,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 147 Price: 1544
590,1473412109, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 147 Price: 1544
591,1473412110, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 148 Price: 1612
592,1473412110, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 148 Price: 1612
593,1473412110, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 148 Price: 1612
594,1473412111, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 148 Price: 1612
595,1473412111, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 149 Price: 1602
596,1473412111, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 149 Price: 1602
597,1473412111, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 149 Price: 1602
598,1473412111, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 149 Price: 1602
599,1473412112, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 150 Price: 1588
600,1473412112, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 150 Price: 1588
601,1473412112, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 150 Price: 1588
602,1473412113, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 150 Price: 1588
603,1473412113, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 151 Price: 1593
604,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 151 Price: 1593
605,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 151 Price: 1593
606,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 151 Price: 1593
607,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 152 Price: 1606
608,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 152 Price: 1606
609,1473412114, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 152 Price: 1606
610,1473412115, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 152 Price: 1606
611,1473412115, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 153 Price: 1677
612,1473412115, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 153 Price: 1677
613,1473412115, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 153 Price: 1677
614,1473412116, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 153 Price: 1677
615,1473412116, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 154 Price: 1526
616,1473412116, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 154 Price: 1526
617,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 154 Price: 1526
618,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 154 Price: 1526
619,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 155 Price: 1669
620,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 155 Price: 1669
621,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 155 Price: 1669
622,1473412117, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 155 Price: 1669
623,1473412118, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 156 Price: 1590
624,1473412118, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 156 Price: 1590
625,1473412119, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 156 Price: 1590
626,1473412119, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 156 Price: 1590
627,1473412119, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 157 Price: 1667
628,1473412119, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 157 Price: 1667
629,1473412119, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 157 Price: 1667
630,1473412120, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 157 Price: 1667
631,1473412120, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 158 Price: 1648
632,1473412120, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 158 Price: 1648
633,1473412120, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 158 Price: 1648
634,1473412120, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 158 Price: 1648
635,1473412121, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 159 Price: 1577
636,1473412121, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 159 Price: 1577
637,1473412122, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 159 Price: 1577
638,1473412122, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 159 Price: 1577
639,1473412122, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 160 Price: 1568
640,1473412122, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 160 Price: 1568
641,1473412122, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 160 Price: 1568
642,1473412123, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 160 Price: 1568
643,1473412123, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 161 Price: 1504
644,1473412123, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 161 Price: 1504
645,1473412123, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 161 Price: 1504
646,1473412124, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 161 Price: 1504
647,1473412124, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 162 Price: 1518
648,1473412124, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 162 Price: 1518
649,1473412124, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 162 Price: 1518
650,1473412125, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 162 Price: 1518
651,1473412125, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 163 Price: 1520
652,1473412125, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 163 Price: 1520
653,1473412125, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 163 Price: 1520
654,1473412125, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 163 Price: 1520
655,1473412126, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 164 Price: 1594
656,1473412126, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 164 Price: 1594
657,1473412127, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 164 Price: 1594
658,1473412127, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 164 Price: 1594
659,1473412127, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 165 Price: 1515
660,1473412127, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 165 Price: 1515
661,1473412127, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 165 Price: 1515
662,1473412128, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 165 Price: 1515
663,1473412128, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 166 Price: 1560
664,1473412128, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 166 Price: 1560
665,1473412128, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 166 Price: 1560
666,1473412129, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 166 Price: 1560
667,1473412129, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 167 Price: 1654
668,1473412129, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 167 Price: 1654
669,1473412129, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 167 Price: 1654
670,1473412129, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 167 Price: 1654
671,1473412130, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 168 Price: 1554
672,1473412130, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 168 Price: 1554
673,1473412130, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 168 Price: 1554
674,1473412130, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 168 Price: 1554
675,1473412131, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 169 Price: 1588
676,1473412131, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 169 Price: 1588
677,1473412131, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 169 Price: 1588
678,1473412132, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 169 Price: 1588
679,1473412132, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 170 Price: 1621
680,1473412132, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 170 Price: 1621
681,1473412132, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 170 Price: 1621
682,1473412133, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 170 Price: 1621
683,1473412133, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 171 Price: 1664
684,1473412133, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 171 Price: 1664
685,1473412133, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 171 Price: 1664
686,1473412133, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 171 Price: 1664
687,1473412134, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 172 Price: 1690
688,1473412134, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 172 Price: 1690
689,1473412134, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 172 Price: 1690
690,1473412135, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 172 Price: 1690
691,1473412135, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 173 Price: 1593
692,1473412135, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 173 Price: 1593
693,1473412135, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 173 Price: 1593
694,1473412135, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 173 Price: 1593
695,1473412136, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 174 Price: 1576
696,1473412136, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 174 Price: 1576
697,1473412137, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 174 Price: 1576
698,1473412137, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 174 Price: 1576
699,1473412137, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 175 Price: 1692
700,1473412137, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 175 Price: 1692
701,1473412137, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 175 Price: 1692
702,1473412138, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 175 Price: 1692
703,1473412138, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 176 Price: 1655
704,1473412138, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 176 Price: 1655
705,1473412139, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 176 Price: 1655
706,1473412139, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 176 Price: 1655
707,1473412139, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 177 Price: 1620
708,1473412139, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 177 Price: 1620
709,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 177 Price: 1620
710,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 177 Price: 1620
711,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 178 Price: 1512
712,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 178 Price: 1512
713,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 178 Price: 1512
714,1473412140, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 178 Price: 1512
715,1473412141, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 179 Price: 1620
716,1473412141, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 179 Price: 1620
717,1473412141, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 179 Price: 1620
718,1473412141, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 179 Price: 1620
719,1473412142, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 180 Price: 1697
720,1473412142, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 180 Price: 1697
721,1473412142, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 180 Price: 1697
722,1473412142, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 180 Price: 1697
723,1473412143, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 181 Price: 1594
724,1473412143, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 181 Price: 1594
725,1473412143, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 181 Price: 1594
726,1473412144, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 181 Price: 1594
727,1473412144, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 182 Price: 1646
728,1473412144, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 182 Price: 1646
729,1473412144, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 182 Price: 1646
730,1473412144, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 182 Price: 1646
731,1473412145, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 183 Price: 1574
732,1473412145, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 183 Price: 1574
733,1473412145, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 183 Price: 1574
734,1473412145, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 183 Price: 1574
735,1473412146, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 184 Price: 1506
736,1473412146, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 184 Price: 1506
737,1473412146, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 184 Price: 1506
